prompt_id,prompt,category,difficulty,expected_reasoning,domain,constraint_count,estimated_complexity,output_format,source,augmentation_band,prompt_length,word_count,estimated_input_tokens,contains_code,contains_math,contains_json,contains_markdown,contains_numbers,contains_question,reasoning_score,technical_complexity,reasoning_depth,task_complexity,constraint_complexity,context_complexity,complexity_score,constraint_density,requested_format,presence_of_tables,sql_indicators,api_keywords,system_design_keywords,algorithmic_complexity,dependency_between_subtasks,multi_turn_context,code_indicators,math_indicators,routing_score,routing_confidence,local_latency_ms,remote_latency_ms,local_cost,remote_cost,local_quality_score,remote_quality_score,local_llm_quality,remote_llm_quality,local_heuristic_quality,remote_heuristic_quality,local_tokens,remote_tokens,label
imported_407-5,"Design and implement a production-ready component for Wheatpasting using wheatpasting, street art, adhesives, art techniques, collaboration. Explain the architecture, data structures, error handling, tests, performance trade-offs, security concerns, and deployment strategy.",coding,medium,medium,street_art,0,0.536,text,10k_chatbot_prompts,under_100,274,31,69,0,0,0,0,0,1,5,0.3883,0.455,0.93,0.0,0.1883,0.536,0.0,text,0,0,0,1,0,0,0,0,0,46,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_201-5,"Analyze Aesthetics by comparing Aesthetics, Beauty, Art Philosophy, Taste, Kant. State assumptions, derive the important relationships step by step, test edge cases, and explain when each approach fails.",reasoning,easy,medium,philosophy_general,0,0.3404,text,10k_chatbot_prompts,under_100,203,28,51,0,0,0,0,0,1,3,0.0,0.2741,0.65,0.0,0.0908,0.3404,0.0,text,0,0,0,0,0,0,0,0,0,20,Low,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
gen_001507,"Analyze whether a ecommerce manager should prioritize product catalog improvements or direct mitigation of late delivery. Include interacting constraints, uncertainty, and second-order effects. Format the response as bullet list. Provide enough context for a precise answer without requiring external documents. Use accessible language for a mixed-expertise audience. Address security and privacy implications. Optimize for low-latency operational use.",reasoning,medium,medium,retail,0,0.526,text,existing_project,under_100,452,57,113,0,0,0,0,0,0,5,0.5601,0.3418,0.8,0.08,0.1459,0.526,0.03508771929824561,text,0,0,1,0,0,1,0,1,0,45,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_314-9,"Analyze Transitional Interior Design by comparing Transitional Interior Design, color palettes, furniture styles, layout techniques, design elements. State assumptions, derive the important relationships step by step, test edge cases, and explain when each approach fails.",reasoning,easy,medium,interior_design,0,0.3425,text,10k_chatbot_prompts,under_100,272,35,68,0,0,0,0,0,1,3,0.0,0.2741,0.65,0.0,0.1087,0.3425,0.0,text,0,0,0,0,0,0,0,0,0,20,Low,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_295-10,"Evaluate competing approaches to Plant Families, focusing on plant taxonomy, plant families, botanical classification, morphological traits, ecological roles. Build a reasoned recommendation with counterarguments, failure modes, and evidence needed to change the conclusion.",reasoning,medium,medium,plant_taxonomy,0,0.4036,text,10k_chatbot_prompts,under_100,274,33,69,0,0,0,0,0,0,4,0.0,0.245,0.85,0.0,0.1097,0.4036,0.0,text,0,0,0,0,0,0,0,0,0,30,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_904-1,"Develop a twelve-month strategy for Public Speaking. Analyze trade-offs among public speaking, effective communication, speech crafting, audience engagement, presentation skills, budget constraints, operational risks, and how success should be measured. Context: I am preparing material about Public Speaking for a real project. The audience includes people with different levels of experience, so the response needs to be precise without assuming unstated background. Background notes: Your knowledge extends to crafting compelling speeches, using visual aids effectively, managing stage fright, and understanding the dynamics of audience engagement. When answering common questions, provide practical, step-by-step advice and examples to illustrate your points. For edge cases, such as handling difficult audiences or unexpected interruptions, offer strategies that emphasize adaptability and calmness. maintain a friendly and supportive tone, encouraging users to practice and refine their skills. Address public speaking through the lens of underlying mechanism and assumptions. Connect it to effective communication, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address effective communication through the lens of realistic example and edge cases. Connect it to speech crafting, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address speech crafting through the lens of alternatives and decision criteria. Connect it to audience engagement, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address audience engagement through the lens of risks, limitations, and failure modes. Connect it to presentation skills, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address presentation skills through the lens of implementation sequence and dependencies. Connect it to storytelling, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address storytelling through the lens of testing or evidence needed to validate the result. Connect it to overcoming stage fright, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address overcoming stage fright through the lens of operational impact and maintenance concerns. Connect it to visual aids, distinguish established facts from assumptions, give a concrete example, and explain what evidence or constraints would lead to a different recommendation. Address visual aids through the lens of terminology that must remain consistent. Connect it to communication techniques, distinguish established facts from assumptions,.",planning,medium,medium,verbal_communication,0,0.5583,text,10k_chatbot_prompts,250-500,3110,419,778,0,0,0,0,0,1,6,0.312,0.5197,1.0,0.22,0.1443,0.5583,0.00477326968973747,text,0,1,1,0,0,0,0,0,0,56,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_411-9,"Give me five useful facts about Improv Theatre, including Improv Theatre.",general,easy,low,performing_arts,0,0.0662,text,10k_chatbot_prompts,under_100,73,11,19,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0468,0.0662,0.0,text,0,0,0,0,0,0,0,0,0,5,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
gen_004081,Write production-ready code for a curriculum designer that processes a lesson plan involving online module and handles accessibility gap. Format the response as plain paragraphs. Provide enough context for a precise answer without requiring external documents. Return the core result using the requested schema.,coding,easy,medium,education,0,0.262,code,existing_project,under_100,311,44,78,1,0,0,0,0,0,3,0.5215,0.0,0.25,0.28,0.1181,0.262,0.022727272727272728,code,0,1,1,0,0,0,0,1,0,33,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_700-5,How would I say “I am learning about Sound Design” in Spanish? Give only the translation.,translation,easy,low,post_production_editing,0,0.0543,text,10k_chatbot_prompts,under_100,89,16,23,0,0,0,0,0,1,1,0.0,0.0,0.2,0.0,0.0535,0.0543,0.0625,text,0,0,0,0,0,0,0,0,0,7,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_395-5,"Produce an executive summary of a detailed report on Metal Stamping. Synthesize findings about metal stamping, die design, material selection, tooling, progressive dies, separate evidence from interpretation, preserve caveats, and list unresolved questions.",summarization,easy,low,metalworking,0,0.1585,text,10k_chatbot_prompts,under_100,257,33,65,0,0,0,0,0,0,2,0.0,0.0,0.41,0.0,0.1058,0.1585,0.0,text,0,1,0,0,0,0,0,0,0,13,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_901-3,Help me plan a beginner-friendly afternoon project about Written Communication. Keep the steps simple.,planning,easy,low,communication_general,0,0.0671,text,10k_chatbot_prompts,under_100,102,14,26,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0581,0.0671,0.0,text,0,0,0,0,0,0,0,0,0,9,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
gen_004100,"Translate this operational notice about low engagement into French for stakeholders using course outline. Include interacting constraints, uncertainty, and second-order effects. Format the response as checklist. Maintain a professional, neutral tone. Preserve local conventions, units, and formatting. Do not add facts that are not present in the source material. Context: I am preparing material about education for a real project. The audience includes people with different levels of experience, so the response needs to be precise without assuming unstated background. The source section about translate uses operational in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about operational uses notice in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about notice uses engagement in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about engagement uses french in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about french uses stakeholders in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about stakeholders uses course in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about course uses outline in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about outline uses interacting in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about interacting uses constraints in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about constraints uses uncertainty in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about uncertainty uses second-order in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about second-order uses translate in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about translate uses operational in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about operational uses notice in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about notice uses engagement in a domain-specific sense. Preserve headings and references, keep terminology consistent, and annotate genuine ambiguity rather than silently guessing. The translation should remain natural for a professional reader. The source section about engagement uses french in a domain-specific.",translation,medium,medium,education,0,0.3899,text,existing_project,500-1000,4669,615,1168,0,0,0,0,0,0,4,0.312,0.5373,0.3,0.24,0.1418,0.3899,0.026016260162601626,text,0,0,1,0,0,1,0,0,0,48,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
gen_000612,"Translate this operational notice about missed obligation into French for stakeholders using data processing agreement. Include a realistic constraint and one exception case. Format the response as markdown table. Provide enough context for a precise answer without requiring external documents. Address security and privacy implications. Optimize for low-latency operational use. Maintain a professional, neutral tone.",translation,medium,medium,legal,0,0.5256,table,existing_project,under_100,419,55,105,0,0,0,0,0,0,5,0.5728,0.3024,0.8,0.18,0.1401,0.5256,0.03636363636363636,table,0,1,1,0,0,0,0,0,0,42,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
gen_004544,"Compute the break-even threshold for a motion planner when actuator failure adds a variable cost to each gripper. Format the response as JSON object. Use enough detail to support a robust answer, including context, assumptions, and acceptance criteria. Mark any facts that would need external verification. Use accessible language for a mixed-expertise audience. Address security and privacy implications.",reasoning,easy,medium,robotics,0,0.3357,json,existing_project,under_100,405,58,102,0,0,0,0,0,1,3,0.3604,0.0,0.78,0.18,0.1378,0.3357,0.017241379310344827,json,0,0,1,0,0,0,0,0,1,26,Low,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
gen_003809,"Write production-ready code for a distributed systems engineer that processes a replication log involving node and handles message loss. Include interacting constraints, uncertainty, and second-order effects. Format the response as comparison matrix. Provide enough context for a precise answer without requiring external documents. Include at least 1 concrete examples. Discuss edge cases and failure modes. Context: I am preparing material about distributed_systems for a real project. The audience includes people with different levels of experience, so the response needs to be precise without assuming unstated background. For production-ready, describe the underlying mechanism and assumptions. Relate it to distributed, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For distributed, describe the realistic example and edge cases. Relate it to systems, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For systems, describe the alternatives and decision criteria. Relate it to engineer, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For engineer, describe the risks, limitations, and failure modes. Relate it to processes, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For processes, describe the implementation sequence and dependencies. Relate it to replication, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For replication, describe the testing or evidence needed to validate the result. Relate it to involving, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For involving, describe the operational impact and maintenance concerns. Relate it to handles, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For handles, describe the terminology that must remain consistent. Relate it to message, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For message, describe the trade-offs involving cost, quality, time, and reliability. Relate it to interacting, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For interacting, describe the questions a reviewer should ask. Relate it to constraints, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For constraints, describe the underlying mechanism and assumptions. Relate it to uncertainty, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For uncertainty, describe the realistic example and edge cases. Relate it to production-ready, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For production-ready, describe the alternatives and decision criteria. Relate it to distributed, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For distributed, describe the risks, limitations, and failure modes. Relate it to systems, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For systems, describe the implementation sequence and dependencies. Relate it to engineer, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For engineer, describe the testing or evidence needed to validate the result. Relate it to processes, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For processes, describe the operational impact and maintenance concerns. Relate it to replication, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For replication, describe the terminology that must remain consistent. Relate it to involving, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For involving, describe the trade-offs involving cost, quality, time, and reliability. Relate it to handles, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For handles, describe the questions a reviewer should ask. Relate it to message, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For message, describe the underlying mechanism and assumptions. Relate it to interacting, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For interacting, describe the realistic example and edge cases. Relate it to constraints, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For constraints, describe the alternatives and decision criteria. Relate it to uncertainty, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For uncertainty, describe the risks, limitations, and failure modes. Relate it to production-ready, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For production-ready, describe the implementation sequence and dependencies. Relate it to distributed, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For distributed, describe the testing or evidence needed to validate the result. Relate it to systems, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For systems, describe the operational impact and maintenance concerns. Relate it to engineer, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For engineer, describe the terminology that must remain consistent. Relate it to processes, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For processes, describe the trade-offs involving cost, quality, time, and reliability. Relate it to replication, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For replication, describe the questions a reviewer should ask. Relate it to involving, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For involving, describe the underlying mechanism and assumptions. Relate it to handles, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For handles, describe the realistic example and edge cases. Relate it to message, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For message, describe the alternatives and decision criteria. Relate it to interacting, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For interacting, describe the risks, limitations, and failure modes. Relate it to constraints, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For constraints, describe the implementation sequence and dependencies. Relate it to uncertainty, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For uncertainty, describe the testing or evidence needed to validate the result. Relate it to production-ready, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For production-ready, describe the operational impact and maintenance concerns. Relate it to distributed, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For distributed, describe the terminology that must remain consistent. Relate it to systems, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For systems, describe the trade-offs involving cost, quality, time, and reliability. Relate it to engineer, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For engineer, describe the questions a reviewer should ask. Relate it to processes, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For processes, describe the underlying mechanism and assumptions. Relate it to replication, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For replication, describe the realistic example and edge cases. Relate it to involving, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For involving, describe the alternatives and decision criteria. Relate it to handles, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For handles, describe the risks, limitations, and failure modes. Relate it to message, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For message, describe the implementation sequence and dependencies. Relate it to interacting, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For interacting, describe the testing or evidence needed to validate the result. Relate it to constraints, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For constraints, describe the operational impact and maintenance concerns. Relate it to uncertainty, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For uncertainty, describe the terminology that must remain consistent. Relate it to production-ready, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For production-ready, describe the trade-offs involving cost, quality, time, and reliability. Relate it to distributed, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For distributed, describe the questions a reviewer should ask. Relate it to systems, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions that would change the implementation. For systems, describe the underlying mechanism and assumptions. Relate it to engineer, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and.",coding,medium,medium,distributed_systems,0,0.6298,code,existing_project,1000-2000,15620,1973,3905,0,1,0,0,1,1,6,0.8272,0.5103,0.5,0.32,0.176,0.6298,0.005580923389142567,code,0,1,1,1,0,1,0,0,1,108,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_847-8,"Review a proposed Aerodynamic Analysis service that depends on aerodynamics, fluid dynamics, lift, drag, wind tunnel. Find correctness and scalability risks, propose concrete code-level fixes, and provide a test and observability plan.",coding,medium,medium,aerospace_technology,0,0.3786,code,10k_chatbot_prompts,under_100,235,32,59,0,0,0,0,0,0,4,0.6106,0.0,0.75,0.0,0.0996,0.3786,0.0,code,0,0,0,0,0,0,0,0,0,36,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_988-5,What does pressure cooker accessories mean in software development? Explain it without designing a full system.,coding,easy,low,pressure_cooking,0,0.1713,text,10k_chatbot_prompts,under_100,111,16,28,0,0,0,0,0,1,2,0.0,0.0,0.46,0.0,0.0611,0.1713,0.0,text,0,0,0,0,0,0,0,0,0,15,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_46-9,"Summarize this in two sentences: Big Data Analytics covers Big Data, Data Analytics, Data Mining, Predictive Modeling, Machine Learning.",summarization,easy,low,data_analysis,0,0.0555,text,10k_chatbot_prompts,under_100,136,19,34,0,0,0,0,0,0,1,0.0,0.0,0.2,0.0,0.0685,0.0555,0.0,text,0,0,0,0,0,0,0,0,0,8,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
gen_003228,"Translate this operational notice about instrument drift into French for stakeholders using field observation. Include a realistic constraint and one exception case. Format the response as YAML block. Use enough detail to support a robust answer, including context, assumptions, and acceptance criteria. Mark any facts that would need external verification. Use accessible language for a mixed-expertise audience. Address security and privacy implications. Optimize for low-latency operational use.",translation,medium,medium,science,0,0.5106,yaml,existing_project,under_100,498,67,125,0,0,0,0,0,0,5,0.5601,0.3024,0.8,0.08,0.15,0.5106,0.029850746268656716,yaml,0,0,1,0,0,0,0,0,0,42,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_563-8,"Give me five useful facts about Synthetic Pathway Construction, including Synthetic Pathway Construction.",general,easy,low,synthetic_biology,0,0.0672,text,10k_chatbot_prompts,under_100,105,13,27,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0589,0.0672,0.0,text,0,0,0,0,0,0,0,0,0,5,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_791-1,"Design and implement a production-ready component for Climate Modeling and Simulation using climate modeling, simulation, General Circulation Models, Regional Climate Models, Earth System Models. Explain the architecture, data structures, error handling, tests, performance trade-offs, security concerns, and deployment strategy.",coding,medium,medium,climate_science_advanced,0,0.5539,text,10k_chatbot_prompts,under_100,329,39,83,0,0,0,0,0,1,6,0.3883,0.455,1.0,0.0,0.193,0.5539,0.0,text,0,0,0,1,0,0,0,0,0,51,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_803-7,Show a small Python example that represents mathematics. Keep it beginner-friendly.,coding,easy,low,quizzing,0,0.1577,code,10k_chatbot_prompts,under_100,83,11,21,1,0,0,0,0,0,2,0.304,0.0,0.25,0.0,0.0503,0.1577,0.0,code,0,0,0,0,0,0,0,1,0,15,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
gen_002011,"Analyze whether a reliability lead should prioritize consensus protocol improvements or direct mitigation of clock skew. Include interacting constraints, uncertainty, and second-order effects. Format the response as plain paragraphs. Use enough detail to support a robust answer, including context, assumptions, and acceptance criteria. Use accessible language for a mixed-expertise audience. Address security and privacy implications. Optimize for low-latency operational use. Show the reasoning steps without skipping assumptions.",reasoning,medium,medium,distributed_systems,0,0.5603,text,existing_project,under_100,532,67,133,0,0,0,0,0,0,6,0.5696,0.3418,0.9,0.08,0.2259,0.5603,0.029850746268656716,text,0,0,1,0,0,1,0,0,0,50,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_953-4,"Produce an executive summary of a detailed report on Wet-Folding Origami. Synthesize findings about Wet-Folding, Origami, Moisture Technique, Paper Types, Tissue Foil, separate evidence from interpretation, preserve caveats, and list unresolved questions.",summarization,easy,low,origami,0,0.1584,text,10k_chatbot_prompts,under_100,255,32,64,0,0,0,0,0,0,2,0.0,0.0,0.41,0.0,0.1047,0.1584,0.0,text,0,0,0,0,0,0,0,0,0,13,Medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_848-9,How would I say “I am learning about Security Surveillance Drones” in Spanish? Give only the translation.,translation,easy,low,uav_drone_operation,0,0.0989,text,10k_chatbot_prompts,under_100,105,17,27,0,0,0,0,0,1,1,0.1472,0.0,0.2,0.0,0.0596,0.0989,0.058823529411764705,text,0,0,0,0,0,0,0,0,0,7,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_753-3,"Review a proposed Preschool Cognitive Skills service that depends on cognitive skills, preschool development, child development, memory, problem-solving. Find correctness and scalability risks, propose concrete code-level fixes, and provide a test and observability plan. Context: I am preparing material about Preschool Cognitive Skills for a real project. The audience includes people with different levels of experience, so the response needs to be precise without assuming unstated background. Background notes: As your AI assistant specializing in Preschool Cognitive Skills, I am here to provide you with comprehensive guidance and insights into the cognitive development stages of young children, typically aged 3 to 5 years. My expertise encompasses understanding key cognitive skills such as memory, problem-solving, attention, and language development. I can assist you in identifying age-appropriate activities, educational frameworks, and strategies that can enhance cognitive skills in preschoolers. I am equipped to answer common questions regarding developmental milestones, effective teaching methods, and ways to foster critical thinking and creativity in preschool-aged children. For cognitive skills, describe the underlying mechanism and assumptions. Relate it to preschool development, show representative interfaces or pseudocode where useful, and discuss validation, error handling, security, performance, and observability. Call out assumptions.",coding,medium,medium,child_development_stages,0,0.4602,code,10k_chatbot_prompts,100-250,1469,194,368,0,0,0,0,1,1,5,0.7363,0.0,0.91,0.0,0.1481,0.4602,0.0,code,0,1,1,0,0,0,0,0,0,49,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
imported_471-6,"Prepare a publication-quality French translation of documentation about Snacks, keeping snacks, healthy snacks, sweet treats, savory options, party snacks consistent. Include a terminology table and note context-sensitive choices.",translation,easy,low,food_general,0,0.0704,table,10k_chatbot_prompts,under_100,230,28,58,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0985,0.0704,0.0,table,0,1,0,0,0,0,0,0,0,7,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOCAL
imported_347-6,"Develop a twelve-month strategy for Transportation Management. Analyze trade-offs among Transportation Management, Logistics Optimization, Freight Management, Route Planning, Transportation Network Design, budget constraints, operational risks, and how success should be measured.",planning,medium,high,supply_chain_management,0,0.6755,text,10k_chatbot_prompts,under_100,280,31,70,0,0,0,0,0,1,7,0.0,0.7,0.85,0.0,0.1921,0.6755,0.03225806451612903,text,0,0,0,0,0,0,0,0,0,45,High,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,REMOTE
