prompt_id,prompt,category,difficulty,expected_reasoning,prompt_length,word_count,estimated_input_tokens,contains_code,contains_math,contains_json,contains_markdown,contains_numbers,contains_question,reasoning_score,technical_complexity,reasoning_depth,task_complexity,constraint_complexity,context_complexity,complexity_score,local_latency_ms,remote_latency_ms,local_cost,remote_cost,local_quality_score,remote_quality_score,label
general_003,Explain the difference between RAM and SSD storage in simple terms.,general,easy,low,67,11,17,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0436,0.1764,2878,2760,0.0,0.003662,0.3858,0.8636,REMOTE
general_004,What causes rainbows to appear in the sky?,general,easy,low,42,8,11,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0329,0.0651,2816,2853,0.0,0.004377,0.4914,0.9625,REMOTE
general_005,"What is the capital of Australia, and why is it not Sydney?",general,easy,low,59,12,15,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0402,0.1032,2826,2557,0.0,0.002248,0.4692,0.9182,REMOTE
general_006,What is the difference between a calorie and a kilocalorie?,general,easy,low,59,10,15,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0402,0.1032,2816,2599,0.0,0.002318,0.3794,0.9,REMOTE
general_007,How does a vaccine work to protect the body from disease?,general,easy,low,57,11,15,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0402,0.1032,2762,2851,0.0,0.005318,0.4197,0.9455,REMOTE
general_008,Explain the concept of compound interest and how it differs from simple interest. Include an example showing why starting to save early makes a significant financial difference.,general,medium,medium,177,27,45,0,0,0,0,0,1,2,0.1875,0.0,0.48,0.0,0.0838,0.183,2970,2985,0.0,0.007162,0.3895,0.9308,REMOTE
general_009,What caused the 2008 global financial crisis? Explain the main contributing factors and the chain of events that led to the collapse of Lehman Brothers.,general,medium,medium,152,25,38,0,0,0,0,1,1,2,0.1875,0.0,0.48,0.0,0.075,0.1822,3035,3259,0.0,0.007855,0.3646,0.9571,REMOTE
general_010,"Explain what the Internet of Things (IoT) is, give three real-world examples of IoT devices, and describe one privacy risk associated with their widespread use.",general,medium,medium,160,25,40,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0776,0.1062,3082,2966,0.0,0.00594,0.3186,0.95,REMOTE
general_011,How does the human immune system distinguish between self and non-self cells? Explain the role of T cells and B cells in this process.,general,medium,medium,134,24,34,0,0,0,0,0,1,2,0.0,0.0,0.58,0.0,0.0696,0.2151,3014,3366,0.0,0.007505,0.3611,0.955,REMOTE
general_012,What is the scientific method and how does it differ from other ways of acquiring knowledge? Describe each step with a concrete example.,general,medium,medium,136,23,34,0,0,0,0,0,1,2,0.175,0.0,0.4,0.0,0.0696,0.1581,3010,5730,0.0,0.009325,0.3604,0.9348,REMOTE
general_013,"What is blockchain technology and how does it work? Explain the concepts of blocks, chains, and distributed consensus without assuming any technical background.",general,medium,medium,160,23,40,0,0,0,0,0,1,3,0.36,0.0,0.58,0.0,0.2776,0.2752,2855,18939,0.0,0.00674,0.3256,0.8909,LOCAL
general_014,"Explain the difference between renewable and non-renewable energy sources, give two examples of each, and describe one advantage and one disadvantage of solar energy specifically.",general,medium,medium,179,25,45,0,0,0,0,0,1,2,0.0,0.0,0.58,0.0,0.0834,0.2167,3080,2865,0.0,0.004072,0.3011,0.865,REMOTE
general_015,"Explain the theory of general relativity in plain language. Cover the core ideas of spacetime curvature, the equivalence principle, and how it differs from Newtonian gravity. Conclude with one real-world application that depends on accounting for relativistic effects.",general,hard,high,268,38,67,0,0,0,0,0,1,3,0.0,0.315,0.48,0.0,0.1077,0.2962,3276,3365,0.0,0.007568,0.3456,0.925,REMOTE
general_016,"Analyse the causes and long-term consequences of the Industrial Revolution in Britain. Consider the economic, social, environmental, and technological dimensions, and explain why historians debate whether the net effect was positive or negative for the working class.",general,hard,high,267,37,67,1,0,0,0,0,1,4,0.0,0.2646,0.83,0.0,0.1077,0.4032,3238,3687,0.0,0.015038,0.3167,0.9625,REMOTE
general_017,"Explain the concept of CRISPR-Cas9 gene editing technology. How does it work at the molecular level, what are its most promising medical applications, and what are the primary ethical concerns raised by scientists and bioethicists?",general,hard,high,231,35,58,0,0,0,0,0,1,4,0.1875,0.4875,0.58,0.0,0.0985,0.3591,3110,19247,0.0,0.008485,0.3767,0.971,LOCAL
general_018,"Compare and contrast three major economic systems — capitalism, socialism, and mixed economy — across four dimensions: resource allocation, the role of government, incentive structures, and their historical track records. Conclude with a balanced assessment of which dimensions each system handles most effectively.",general,hard,high,315,43,79,0,0,0,0,0,1,5,0.0,0.5481,0.85,0.0,0.119,0.5129,3336,3371,0.0,0.010467,0.3558,0.9432,REMOTE
general_019,"Explain the concept of consciousness from three different disciplinary perspectives: neuroscience, philosophy of mind, and computer science. Identify where these perspectives agree, where they conflict, and what the hard problem of consciousness is.",general,hard,high,249,33,63,0,0,0,0,0,1,4,0.0,0.0,0.96,0.0,0.1032,0.3547,3095,10140,0.0,0.011147,0.3037,0.9423,LOCAL
general_020,"Explain how large language models work, from tokenisation and transformer architecture to training on next-token prediction and the role of RLHF. Discuss two fundamental limitations of current LLMs that persist despite scale, and explain why they are difficult to solve.",general,hard,high,270,40,68,0,1,0,0,0,1,5,0.85,0.0,0.96,0.0,0.2344,0.5138,3296,10335,0.0,0.0118,0.3111,0.9667,LOCAL
general_021,Explain the difference between weather and climate. Keep the explanation simple enough for a middle school student to understand.,general,easy,low,129,19,33,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0683,0.1792,2930,5020,0.0,0.002303,0.3177,0.8333,REMOTE
general_022,Draft a professional email requesting a meeting with a professor to discuss a low grade on a recent assignment.,general,easy,low,111,19,28,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0606,0.0673,2678,2758,0.0,0.00306,0.3911,0.92,REMOTE
general_023,"Explain how photosynthesis works in plants, listing the main inputs and outputs involved in the chemical process.",general,easy,low,113,17,29,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0626,0.1786,2900,5628,0.0,0.005692,0.3311,0.9,REMOTE
general_024,Draft a cover letter for a high school student applying for a part-time job as a cashier at a local grocery store.,general,easy,low,114,22,29,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0619,0.0675,2777,2657,0.0,0.004052,0.2561,0.9,REMOTE
general_025,"Explain the difference between a credit card and a debit card, focusing on how transactions are funded and the interest rates.",general,easy,low,126,21,32,0,0,0,0,0,1,2,0.0,0.0,0.58,0.0,0.0666,0.2148,3015,5207,0.0,0.00584,0.4954,0.9294,REMOTE
general_026,"Describe three key differences between animal cells and plant cells, focusing on the cell wall, chloroplasts, and vacuole structures.",general,easy,low,133,19,34,0,0,0,0,0,0,2,0.0,0.0,0.5,0.0,0.0696,0.1865,2789,2859,0.0,0.004305,0.3066,0.9824,REMOTE
general_027,Write a professional email to a landlord notifying them of a leaking faucet in the bathroom and requesting a maintenance visit.,general,easy,low,127,21,32,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0669,0.0679,2932,5024,0.0,0.0024,0.3144,0.9,REMOTE
general_028,"Explain the role of red blood cells in the human body, focusing on oxygen transport and iron bindings.",general,easy,low,102,18,26,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0581,0.1781,2722,2959,0.0,0.006725,0.4275,0.9294,REMOTE
general_029,Draft a congratulations message to a coworker who has just been promoted to a team lead position in the department.,general,easy,low,115,20,29,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0626,0.0675,2932,2658,0.0,0.002363,0.3745,0.8765,REMOTE
general_030,Explain what inflation is and how it affects the purchasing power of money over time for general consumers.,general,easy,low,107,18,27,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0596,0.1048,2999,5360,0.0,0.006598,0.3894,0.9833,REMOTE
general_031,"Explain how a thermos flask keeps hot drinks hot and cold drinks cold, focusing on conduction, convection, and radiation barriers.",general,easy,low,130,20,33,0,0,0,0,0,1,2,0.0,0.0,0.58,0.0,0.0679,0.2149,2940,5424,0.0,0.007483,0.3123,0.925,REMOTE
general_032,Draft a polite email declining an invitation to a social event due to a prior scheduling conflict.,general,easy,low,98,17,25,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0565,0.067,2724,2451,0.0,0.001992,0.3003,0.8286,REMOTE
general_033,"Describe the main functions of the roots, stem, and leaves of a flowering plant in simple terms.",general,easy,low,96,17,24,0,0,0,0,0,0,1,0.0,0.0,0.4,0.0,0.0551,0.1044,3019,4850,0.0,0.0021,0.4989,0.94,REMOTE
general_034,Explain the difference between absolute humidity and relative humidity in meteorology.,general,easy,low,86,11,22,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0519,0.1774,2692,3068,0.0,0.005115,0.4939,0.97,REMOTE
general_035,"Draft a simple thank-you note to a client after completing a consulting project for them, expressing hope for future collaboration.",general,easy,low,131,20,33,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0683,0.068,2852,9419,0.0,0.002613,0.326,0.9,LOCAL
general_036,"Explain how gravity works on Earth compared to the Moon, focusing on mass and weight difference calculations.",general,easy,low,109,17,28,0,0,0,0,0,1,3,0.0,0.245,0.48,0.0,0.0611,0.2659,3031,3167,0.0,0.00675,0.5577,0.9062,REMOTE
general_037,"Describe the difference between renewable and non-renewable energy sources, listing three examples of each.",general,easy,low,107,14,27,0,0,0,0,0,0,1,0.0,0.0,0.4,0.0,0.0596,0.1048,2944,2661,0.0,0.004407,0.3332,0.8714,REMOTE
general_038,Draft a professional email requesting a copy of an invoice that was not received after a purchase.,general,easy,low,98,17,25,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0566,0.067,2934,2583,0.0,0.002093,0.271,0.84,REMOTE
general_039,"Explain the basic water cycle stages: evaporation, condensation, precipitation, and runoff in simple terms.",general,easy,low,107,14,27,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0596,0.1782,3032,2719,0.0,0.004027,0.5071,0.9786,REMOTE
general_040,Explain what a stock is and how individuals buy and sell them on stock exchanges for beginner investors.,general,easy,low,104,18,26,0,0,0,0,0,1,2,0.0,0.0,0.5,0.0,0.0581,0.1852,3056,3168,0.0,0.009555,0.4984,0.9625,REMOTE
general_041,"Write a professional, detailed explanation of how block allocations are managed in a Unix-like file system (inode structure, direct and indirect block pointers). Compare this with FAT32 cluster mapping.",general,medium,medium,202,29,51,0,0,0,0,0,1,4,0.0,0.245,0.71,0.0,0.0908,0.3514,3291,19354,0.0,0.010327,0.3261,0.9143,LOCAL
general_042,Explain the biological and physiological mechanisms of action of aspirin in the human body. Detail how it inhibits cyclooxygenase (COX) enzymes to reduce pain and inflammation.,general,medium,medium,176,26,44,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0826,0.1809,3173,3886,0.0,0.00904,0.2502,0.9087,REMOTE
general_043,"Draft a formal policy draft for a corporate employee handbook detailing guidelines for the ethical use of generative artificial intelligence tools at work, specifying prohibited data inputs and verification requirements.",general,medium,medium,220,30,55,0,0,0,0,0,0,1,0.0,0.2625,0.25,0.0,0.0953,0.1357,2889,3477,0.0,0.011598,0.3038,0.9333,REMOTE
general_044,"Provide a comprehensive explanation of how the Federal Reserve uses monetary policy tools (discount rate, open market operations, reserve requirements) to combat inflation during economic expansions.",general,medium,medium,199,26,50,0,0,0,0,0,1,1,0.0,0.0,0.31,0.0,0.0897,0.0847,2940,5625,0.0,0.011425,0.4101,0.988,REMOTE
general_045,Explain the physical and thermodynamic principles of how a heat pump extracts heat from cold outdoor air to warm a house in the winter. Detail the refrigerant cycle stages.,general,medium,medium,172,29,43,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0813,0.1807,3101,10136,0.0,0.009378,0.3301,0.964,LOCAL
general_046,"Draft a professional consulting proposal for a mid-sized retailer looking to optimize its inventory management using multi-echelon inventory optimization techniques, outlining the methodology and project milestones.",general,medium,medium,215,26,54,0,0,0,0,0,0,4,0.175,0.2975,0.9,0.0,0.1859,0.393,3136,10440,0.0,0.011415,0.3164,0.9539,LOCAL
general_047,"Explain how the internet domain name system (DNS) works. Trace the step-by-step process of resolving a URL from a client browser query to a root name server, TLD server, and authoritative name server.",general,medium,medium,200,33,50,0,0,0,0,0,1,3,0.0,0.2625,0.48,0.0,0.0891,0.2754,3265,18835,0.0,0.008045,0.3499,0.9667,LOCAL
general_048,"Draft a formal business case for a company transitioning its server infrastructure from a single cloud provider to a hybrid, multi-cloud setup. Explain the benefits in risk reduction and the costs in complexity.",general,medium,medium,211,33,53,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.2502,0.2,3116,3376,0.0,0.012343,0.3918,0.9679,REMOTE
general_049,"Explain the mechanism of action of mRNA-based vaccines. Detail how lipid nanoparticles deliver mRNA, how cells express the spike protein, and how the adaptive immune system responds with antibodies and T-cells.",general,medium,medium,210,31,53,0,0,0,0,0,1,2,0.0,0.0,0.58,0.0,0.0928,0.2177,3075,3375,0.0,0.009323,0.2991,0.94,REMOTE
general_050,"Write a professional memo explaining the legal concept of 'fair use' in copyright law, detailing the four factors courts evaluate to determine if a use is fair.",general,medium,medium,160,27,40,0,0,0,0,0,0,4,0.0,0.245,0.78,0.0,0.0776,0.3749,3124,10031,0.0,0.00888,0.2051,0.928,LOCAL
general_051,"Explain how the global shipping container system revolutionized international trade, focusing on standardization, intermodal transport, and logistics efficiency.",general,medium,medium,161,18,41,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0788,0.1804,3090,9873,0.0,0.008542,0.3877,0.95,LOCAL
general_052,"Draft a formal, structured RFP (Request for Proposal) for procurement of a new customer relationship management (CRM) software platform for an sales team of 200 members.",general,medium,medium,169,26,43,0,0,0,0,1,0,1,0.0,0.0,0.25,0.0,0.0813,0.069,3281,6504,0.0,0.011847,0.217,0.9318,REMOTE
general_053,"Explain the scientific principles of how carbon dating works, detailing the formation of carbon-14, its decay rate (half-life), and the types of materials that can be dated accurately.",general,medium,medium,184,28,46,0,0,0,0,1,1,2,0.175,0.0,0.48,0.0,0.085,0.1793,2913,10032,0.0,0.008595,0.2991,0.94,LOCAL
general_054,"Write a detailed policy analysis comparing universal basic income (UBI) with targeted welfare programs, evaluating their impact on poverty reduction, labor market incentives, and administrative costs.",general,medium,medium,200,26,50,0,0,0,0,0,0,1,0.0,0.0,0.31,0.0,0.0897,0.0847,3120,3782,0.0,0.014885,0.3314,0.9654,REMOTE
general_055,"Explain the mechanics of how a GPS receiver determines its precise location on Earth using trilateration, clock synchronization, and signals from at least four satellites.",general,medium,medium,171,25,43,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.1693,0.1908,2850,10648,0.0,0.008468,0.3641,0.964,LOCAL
general_056,"Draft a formal project closure report for a completed software system migration project, detailing the actual vs planned schedule, final budget variance, and lessons learned.",general,medium,medium,174,25,44,0,0,0,0,0,0,3,0.0,0.0,0.9,0.0,0.0826,0.3309,3090,10236,0.0,0.01012,0.2843,0.9348,LOCAL
general_057,"Explain the physiological effects of chronic stress on the human endocrine system, tracing the activation of the hypothalamic-pituitary-adrenal (HPA) axis and cortisol release.",general,medium,medium,176,23,44,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0825,0.1809,3171,18835,0.0,0.00861,0.3654,0.9714,LOCAL
general_058,"Write a detailed explanation of the legal doctrine of 'stare decisis' and how it operates in the judicial system, comparing binding precedents with persuasive authority.",general,medium,medium,169,25,43,0,0,0,0,0,1,1,0.0,0.0,0.31,0.0,0.0813,0.084,3034,3479,0.0,0.010077,0.3423,0.9348,REMOTE
general_059,"Explain how modern water treatment plants purify raw river water into drinking water, detailing the stages of coagulation, flocculation, sedimentation, filtration, and disinfection.",general,medium,medium,181,23,46,0,0,0,0,0,1,2,0.1875,0.0,0.48,0.0,0.085,0.183,2905,3067,0.0,0.007575,0.3946,0.9571,REMOTE
general_060,"Draft a corporate remote work policy document, addressing eligible roles, home office security standards, expense reimbursement guidelines, and communication protocols.",general,medium,medium,168,20,42,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0801,0.0689,2940,10048,0.0,0.010185,0.3261,0.955,LOCAL
general_061,"Write a comprehensive, professional policy analysis paper evaluating the legal, ethical, and economic implications of implementing a carbon border adjustment mechanism (CBAM) in the European Union. Analyze the compatibility with World Trade Organization (WTO) rules, the impact on developing nation trade partners, the risk of trade retaliation, the systemic challenges of carbon accounting across international supply chains, and specify recommendations for policymakers.",general,hard,high,472,62,118,0,0,0,0,0,0,4,0.0,0.291,0.71,0.0,0.149,0.3745,3663,3766,0.0,0.015785,0.3171,0.976,REMOTE
general_062,"Provide a detailed, rigorous explanation of the physical and mechanical principles of operation of a multi-stage industrial gas turbine. Detail the thermodynamic transformations (Brayton cycle), the aerodynamic design of the compressor and turbine blades, the combustion chemistry (including NOx emission reduction techniques), and the materials engineering challenges of operating at temperatures exceeding the melting point of the metal blades using film cooling.",general,hard,high,465,62,117,0,0,0,0,0,0,2,0.0,0.0,0.41,0.0,0.1473,0.1633,3690,11160,0.0,0.017123,0.3378,0.9609,LOCAL
general_063,"Draft a comprehensive, formal clinical trial protocol for a Phase III study evaluating a new monoclonal antibody targeting the amyloid-beta peptide for the treatment of early-stage Alzheimer's disease. Detail the patient inclusion and exclusion criteria, the randomized double-blind dosing schedules, the primary efficacy endpoints (cognitive scales ADAS-cog), the secondary safety endpoints (ARIA-E monitoring), the statistical power calculations, and the ethical safeguards.",general,hard,high,476,61,119,0,0,0,0,0,0,4,0.5625,0.2625,0.41,0.0,0.1937,0.3917,3787,36449,0.0,0.013848,0.2999,0.9611,LOCAL
general_064,"Write a professional, structured legal memorandum analyzing the liability exposure of a B2B SaaS company under the EU General Data Protection Regulation (GDPR) and the California Consumer Privacy Act (CCPA) following a data breach that exposed sensitive personal data due to an unpatched SQL injection vulnerability. Evaluate the potential fines, class action lawsuit risk under CCPA private right of action, the notification timelines, and recommend immediate remediation steps.",general,hard,high,479,68,120,1,0,0,0,0,0,4,0.1875,0.245,0.85,0.1,0.2297,0.4035,3670,4396,0.0,0.01513,0.2611,0.9727,REMOTE
general_065,"Provide a detailed, advanced explanation of the macroeconomic transmission mechanisms of quantitative easing (QE) and quantitative tightening (QT) policies implemented by central banks. Analyze the portfolio balance channel, the signaling channel, the liquidity channel, the impact on interest rate term structures, commercial bank credit creation, and the systemic risks associated with central bank balance sheet expansion and contraction, citing empirical evidence.",general,hard,high,468,61,117,0,0,0,0,0,0,4,0.3407,0.245,0.81,0.0,0.1479,0.4145,3361,3988,0.0,0.015622,0.3163,0.9489,REMOTE
general_066,"Write a comprehensive technical guide explaining the design and implementation of a Zero Trust Architecture (ZTA) in a multi-cloud enterprise environment. Detail the integration of identity and access management (IAM), device posture checking, micro-segmentation of networks, continuous traffic inspection, and data encryption in transit and at rest, referencing NIST SP 800-207 guidelines.",general,hard,high,390,52,98,0,1,0,0,1,0,2,0.0,0.0,0.41,0.0,0.2394,0.1738,3404,35731,0.0,0.014665,0.3108,0.9674,LOCAL
general_067,"Draft a formal, detailed business case and capital allocation proposal for a global manufacturing company transitioning its fleet of 500 delivery vehicles to hydrogen fuel cell electric vehicles (FCEVs). Detail the lifecycle cost analysis (TCO), the refueling infrastructure setup logistics, the carbon credit offsets accrued, the supply chain risks for hydrogen sourcing, and a phased 5-year transition timeline.",general,hard,high,413,58,104,0,0,0,0,1,0,2,0.0,0.0,0.51,0.0,0.1852,0.2033,3560,3782,0.0,0.01407,0.3131,0.964,REMOTE
general_068,"Provide a detailed scientific explanation of the molecular and cellular mechanisms of action of mRNA-LNPs (lipid nanoparticles) used in modern vaccines. Trace the delivery process from intramuscular injection through cellular uptake via endocytosis, endosomal escape, mRNA translation by ribosomes, protein folding, antigen presentation on MHC class I and II molecules, and activation of B and T cell immune responses.",general,hard,high,418,59,105,1,0,0,0,0,0,2,0.175,0.0,0.41,0.0,0.1832,0.1697,3573,4296,0.0,0.014613,0.2881,0.947,REMOTE
general_069,"Write a professional, structured policy brief evaluating the impact of the US Foreign Account Tax Compliance Act (FATCA) on international banking practices and sovereign tax compliance. Analyze the compliance costs for foreign financial institutions (FFIs), the legal conflicts regarding national privacy laws, the effectiveness in reducing tax evasion, and the potential transition to a multilateral Common Reporting Standard (CRS).",general,hard,high,433,59,109,0,0,0,0,0,0,4,0.2981,0.2646,0.75,0.0,0.1426,0.3942,3375,6650,0.0,0.013213,0.346,0.9745,REMOTE
general_070,"Provide a comprehensive, technical explanation of the aerodynamic and fluid dynamics principles governing the design of modern offshore wind turbine rotors. Detail the lift and drag forces acting on the blades, the blade element momentum (BEM) theory, the wake effects in wind farm arrays, the structural load dynamics under turbulent winds, and the materials engineering solutions for preventing blade fatigue over a 25-year lifespan.",general,hard,high,435,64,109,0,0,0,0,1,0,1,0.0,0.0,0.31,0.0,0.1424,0.0889,3442,19654,0.0,0.014412,0.3099,0.947,LOCAL
general_071,"Draft a formal, structured corporate policy document regarding compliance with the US Foreign Corrupt Practices Act (FCPA) and the UK Bribery Act. Detail the prohibitions on bribery of foreign officials, the requirements for keeping accurate books and records, the third-party due diligence protocols, the internal reporting channels, and the training requirements for employees operating in high-risk jurisdictions.",general,hard,high,416,57,104,0,0,0,0,0,0,2,0.375,0.0,0.45,0.0,0.1386,0.2361,3557,3782,0.0,0.01519,0.2978,0.9739,REMOTE
general_072,"Provide a detailed scientific explanation of the geological and geophysical processes driving the formation and migration of hydrocarbons in sedimentary basins. Trace the organic matter deposition, thermal maturation (diagenesis, catagenesis, metagenesis) inside the source rock, primary and secondary migration mechanisms, and the structural/stratigraphic trapping conditions required for a commercial reservoir.",general,hard,high,413,50,104,0,0,0,0,0,0,2,0.175,0.0,0.41,0.0,0.139,0.1661,3580,18939,0.0,0.01045,0.3531,0.9488,LOCAL
general_073,"Write a professional, structured legal memorandum analyzing the antitrust and competition law implications of vertical integration in the digital advertising supply chain. Evaluate the arguments regarding self-preferencing, data aggregation advantages, barriers to entry for independent ad tech firms, and the potential remedies under US Sherman Act Section 2 and EU TFEU Article 102.",general,hard,high,384,53,96,0,0,0,0,1,0,4,0.0,0.2646,0.85,0.0,0.1332,0.4133,3540,3680,0.0,0.01246,0.329,0.9633,REMOTE
general_074,"Provide a detailed explanation of the physiological and pathological mechanisms of type 2 diabetes mellitus. Detail the cellular pathways of insulin resistance in skeletal muscle and liver, the progressive beta-cell dysfunction in the pancreas, the systemic effects of chronic hyperglycemia (microvascular and macrovascular complications), and the pharmacological mechanisms of action of metformin and SGLT2 inhibitors.",general,hard,high,419,55,105,0,0,0,0,1,0,2,0.0,0.0,0.41,0.0,0.1385,0.1623,3883,19252,0.0,0.012072,0.3186,0.97,LOCAL
general_075,"Draft a comprehensive, formal project charter for an enterprise-level migration from a legacy ERP system to a cloud-based ERP solution across 10 global subsidiaries. Detail the project scope, the steering committee governance structure, the data migration strategies, the risk mitigation plans for business process disruption, the change management framework, and the budget allocation of $50 million.",general,hard,high,401,56,101,0,0,0,0,1,0,1,0.0,0.0,0.31,0.0,0.1878,0.0925,3946,10644,0.0,0.012202,0.329,0.9617,LOCAL
general_076,"Provide a detailed, rigorous explanation of the physical and chemical principles of modern wastewater treatment and reclamation systems. Detail the biological processes of nutrient removal (nitrification, denitrification, biological phosphorus removal), the membrane filtration technologies (ultrafiltration, reverse osmosis), the advanced oxidation processes (UV/H2O2), and the safety monitoring standards for direct potable reuse.",general,hard,high,432,51,108,0,0,0,0,0,0,2,0.1875,0.0,0.41,0.0,0.1417,0.1701,3853,4499,0.0,0.01518,0.3269,0.9634,REMOTE
general_077,"Write a professional, structured policy brief analyzing the implications of sovereign debt defaults on international financial markets and national economic growth. Analyze the role of the International Monetary Fund (IMF) in restructuring plans, the legal battles with holdout creditors (vulture funds) under collective action clauses, the impact on local banking stability, and the long-term borrowing costs for defaulting states.",general,hard,high,432,59,108,0,0,0,0,0,0,3,0.1988,0.2646,0.65,0.0,0.1423,0.3295,3816,19452,0.0,0.01349,0.3084,0.9706,LOCAL
general_078,"Provide a detailed scientific explanation of the neurobiological mechanisms of addiction. Detail the reward pathway in the human brain, focusing on dopamine transmission in the mesolimbic pathway, the neuroadaptations in the nucleus accumbens and prefrontal cortex during chronic substance use, the mechanisms of tolerance and withdrawal, and the genetic and environmental risk factors.",general,hard,high,386,53,97,0,0,0,0,0,0,2,0.175,0.0,0.41,0.0,0.1324,0.1656,3692,3684,0.0,0.012732,0.2916,0.9432,REMOTE
general_079,"Draft a formal, structured response to a government inquiry regarding a food safety incident involving contamination of baby formula manufactured at a primary plant. Detail the root cause investigation findings (Cronobacter detection), the recall log logistics, the corrective and preventive actions (CAPA) implemented at the plant, and the customer communication and compensation programs.",general,hard,high,390,53,98,0,0,0,0,0,0,2,0.0,0.245,0.35,0.0,0.1343,0.1595,3590,19447,0.0,0.013145,0.3625,0.9714,LOCAL
general_080,"Provide a comprehensive, technical explanation of the design and operation of active suspension systems in modern passenger vehicles. Detail the sensor inputs (accelerometers, camera scanning, ride height sensors), the actuator mechanisms (hydraulic, electromagnetic), the control algorithms (feedback loop tuning, predictive model control), and the trade-offs between ride comfort, vehicle handling, and energy consumption.",general,hard,high,424,53,106,0,0,0,0,0,0,4,0.36,0.378,0.41,0.0,0.1408,0.3703,3951,5739,0.0,0.012305,0.3694,0.9667,REMOTE
mathematics_001,Solve for x: 5x - 12 = 28.,mathematics,easy,low,26,8,7,0,1,0,0,1,0,3,0.0,0.0,0.78,0.0,0.0251,0.2814,2956,17806,0.0,0.000708,0.4911,0.7889,LOCAL
mathematics_002,A rectangle has a length of 14 cm and a width of 9 cm. Calculate its area and perimeter.,mathematics,easy,low,88,19,22,0,0,0,0,1,0,3,0.0,0.0,0.88,0.0,0.0504,0.32,3083,2352,0.0,0.001055,0.3861,0.7168,REMOTE
mathematics_003,What is the probability of flipping a fair coin three times and getting exactly two heads?,mathematics,easy,low,90,16,23,0,0,0,0,0,1,3,0.0,0.315,0.4,0.1,0.0535,0.2786,2836,2547,0.0,0.002367,0.5136,0.9812,REMOTE
mathematics_004,Convert 3/8 to a decimal and then to a percentage.,mathematics,easy,low,50,10,13,0,1,0,0,1,0,1,0.0,0.0,0.25,0.0,0.0359,0.0654,2890,2341,0.0,0.000672,0.4111,0.8317,REMOTE
mathematics_005,A train travels 240 km in 3 hours. What is its average speed in kilometres per hour?,mathematics,easy,low,84,17,21,0,0,0,0,1,1,1,0.0,0.0,0.4,0.0,0.0503,0.104,3062,2454,0.0,0.000692,0.2773,0.5789,REMOTE
mathematics_006,Find the greatest common divisor (GCD) of 48 and 180.,mathematics,easy,low,53,10,14,0,0,0,0,1,0,3,0.0,0.0,0.78,0.0,0.0384,0.283,3032,2360,0.0,0.000725,0.5161,0.885,REMOTE
mathematics_007,A store offers a 30% discount on an item originally priced at $85. What is the final price after the discount?,mathematics,easy,low,110,21,28,0,0,0,0,1,1,1,0.0,0.0,0.4,0.0,0.0611,0.1049,3151,2507,0.0,0.0008,0.4256,0.7083,REMOTE
mathematics_008,Solve the quadratic equation 2x² - 5x - 3 = 0 using the quadratic formula. Show all working steps.,mathematics,medium,medium,98,19,25,0,1,0,0,1,0,4,0.0,0.315,0.78,0.0,0.0566,0.3975,3164,2614,0.0,0.002203,0.4468,0.9357,REMOTE
mathematics_009,"A bag contains 5 red balls, 4 blue balls, and 3 green balls. If two balls are drawn at random without replacement, what is the probability that both are red?",mathematics,medium,medium,157,30,40,0,0,0,0,1,1,1,0.0,0.0,0.4,0.0,0.0773,0.1062,3412,2527,0.0,0.00231,0.3641,0.8735,REMOTE
mathematics_010,Find the derivative of f(x) = 3x³ - 7x² + 4x - 2 and determine the x-values where the function has local maxima or minima.,mathematics,medium,medium,122,25,31,1,1,0,0,1,1,3,0.0,0.0,0.78,0.0,0.0655,0.2861,3491,3098,0.0,0.004237,0.3411,1.0,REMOTE
